lon,lat,distance,waymark
1.0791422,51.279981900000000,0.0,Canterbury
1.07875,51.27977,36.04629480172270,
1.0787508,51.2797661,36.48351089734510,
1.0789,51.27969,49.8737316640269,
1.07931,51.27941,92.09472743890670,
1.07942,51.279340000000000,103.00912613254300,
1.0796700000000000,51.27919,127.10412740043800,
1.0799,51.27905,149.42608668794700,
1.08012,51.278930000000000,169.7289367814510,
1.08054,51.278690000000000,209.29680248704800,
1.0805447,51.2786921,209.69854811449700,
1.08076,51.27857,229.91233730929900,
1.08105,51.27841,256.8086532220870,
1.08136,51.2782,288.59250450452000,
1.0813585,51.278197,288.9420255842060,
1.08182,51.27791,334.206677196954,
1.08216,51.2777,367.44173650319500,
1.08229,51.27762,380.12632272402200,
1.08238,51.277570000000000,388.49895880535000,
1.08243,51.27754,393.31805248761400,
1.08249,51.27751,398.66088112291700,
1.0828200000000000,51.27734,428.3967779871840,
1.08292,51.2773,436.6530761244120,
1.083,51.27726,443.7768708192910,
1.08303,51.27725,446.1413924212640,
1.0832,51.277190000000000,459.7186007081140,
1.0833700000000000,51.27714,472.7853577360680,
1.08343,51.277120000000000,477.5144109625010,
1.0834297,51.2771156,478.00411412920800,
1.08348,51.277160000000000,484.05524099258200,
1.083482,51.2771615,484.2724351794600,
1.08361,51.27718,493.4104736956280,
1.08372,51.277190000000000,501.14227945912600,
1.08376,51.2772,504.13858344890900,
1.08381,51.2772,507.61650518114400,
1.08386,51.27721,511.2678571948980,
1.08399,51.27725,521.3451285583290,
1.0839887,51.277247500000000,521.6374537192270,
1.0841100000000000,51.2772,531.5917163149290,
1.08426,51.277160000000000,542.9339605533070,
1.0843200000000000,51.27714,547.6630121756070,
1.0843400000000000,51.277,563.2923608600960,
1.08431,51.277,565.3791229841040,
1.0843096,51.277002100000000,565.6142844437120,
1.0843400000000000,51.27684,583.7626207071570,
1.08437,51.276790000000000,589.701094913286,
1.0844800000000000,51.27673,599.8527998994760,
1.0845,51.27665,608.8565328401960,
1.08556,51.276140000000000,701.8756489708740,
1.0860000000000000,51.275910000000000,741.7608764813660,
1.08623,51.27579,762.5938240583670,
1.0863400000000000,51.275730000000000,772.745654576797,
1.0866,51.2756,795.898483962673,
1.0867,51.27555,804.8034289859890,
1.0867048000000000,51.275549,805.1553501919830,
1.08692,51.275420000000000,825.8879822205660,
1.0870800000000000,51.27531,842.4252401952830,
1.08712,51.27527,847.6716674012370,
1.08715,51.275210000000000,854.6621291137800,
1.08744,51.275060000000000,880.8373420171940,
1.08798,51.27479,928.9244602792070,
1.0881,51.27472,940.3378437809380,
1.08817,51.27469,946.2402609165370,
1.08829,51.27462,957.6536577059210,
1.0884,51.27455,968.5686156674470,
1.08855,51.274440000000000,984.6460800606310,
1.08885,51.27417,1021.2093064104000,
1.0891900000000000,51.27388,1061.1997433324100,
1.08992,51.273270000000000,1145.9319714817400,
1.0899231000000000,51.2732685,1146.20459673154,
1.09018,51.273380000000000,1167.9552693682500,
1.0904,51.27349,1187.5467052432500,
1.09059,51.27361,1206.3280710925300,
1.09077,51.273710000000000,1223.0741451199200,
1.0908,51.27373,1226.1238887695900,
1.09103,51.2739,1250.889134495260,
1.09135,51.274160000000000,1287.376774067770,
1.09145,51.27417,1294.421388028340,
1.09159,51.274190000000000,1304.4109011748400,
1.09265,51.27432,1379.5511270209400,
1.09364,51.27435,1448.4990170538900,
1.0945,51.274360000000000,1508.3333084068700,
1.09528,51.274360000000000,1562.5922414287500,
1.09569,51.27438,1591.1995293507300,
1.0956901000000000,51.2743845,1591.6999555624600,
1.09584,51.274370000000000,1602.2513212270400,
1.0959,51.274360000000000,1606.570665781810,
1.09596,51.27433,1611.9137200800300,
1.0969200000000000,51.27381,1700.248163563410,
1.09701,51.27378,1707.342144470170,
1.09711,51.27375,1715.0569941205000,
1.09721,51.273740000000000,1722.1016708737000,
1.0973600000000000,51.273720000000000,1732.7705808636800,
1.0973614,51.2737224,1733.0546640991200,
1.0972900000000000,51.273540000000000,1753.9359595171300,
1.09723,51.273380000000000,1772.2102103453400,
1.0971800000000000,51.27324,1788.16135974164,
1.09717,51.27315,1798.193065652220,
1.0971800000000000,51.273070000000000,1807.1158307667100,
1.09722,51.273,1815.3819120515600,
1.09728,51.272940000000000,1823.2516646377800,
1.09735,51.27288,1831.5114536555600,
1.09746,51.2728,1843.245475717980,
1.09752,51.27275,1850.197624535870,
1.0975700000000000,51.27271,1855.843972638840,
1.09766,51.27267,1863.5239135623400,
1.0977700000000000,51.27263,1872.3748399466100,
1.0979300000000000,51.27256,1885.9569071032400,
1.09815,51.27248,1903.6587973081,
1.09893,51.27217,1967.9433697109600,
1.10002,51.27174,2057.586855336350,
1.10093,51.271390000000000,2131.8988619594300,
1.10142,51.271190000000000,2172.5998051060400,
1.10233,51.27082,2248.1009216153600,
1.1033,51.27044,2327.7196474521100,
1.104,51.27016,2385.5200026568000,
1.10427,51.27005,2407.9350675420000,
1.10451,51.26996,2427.4011649233700,
